CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
49932;COL PUERTO SANTANDER;54553;PUERTO SANTANDER;NORTE SANTANDER;A;OFICIAL;MANANA;52;51,26;46,78;45,76;48,86;50,38;7,92;10,8;9,86;6,76;8,52;20162
49940;COL ORTUN VELASCO;54125;CACOTA;NORTE SANTANDER;A;OFICIAL;COMPLETA;23;54,3;52,69;50,65;55,34;49,08;7,46;9,66;9,72;6,27;5,54;20162
49965;COL TEODORO GUTIERREZ CALDERON;54673;SAN CAYETANO;NORTE SANTANDER;A;OFICIAL;MANANA;27;49,07;50,14;49,03;51,18;51,51;7,22;9,78;9,28;7,53;9,08;20162
49973;COL MANUEL ANTONIO RUEDA JARA;54874;VILLA DEL ROSARIO;NORTE SANTANDER;A;OFICIAL;NOCTURNA;147;46,72;44,86;44,63;47,87;45,72;8,36;10,58;8,97;7,81;8,64;20162
50013;INST TEC AGROP SAN FRANCISCO DE ASIS;66001;PEREIRA;RISARALDA;A;OFICIAL;MANANA;38;51,71;51,86;49,18;55,21;55,65;9,57;9,92;10,45;8,71;8,09;20162
50021;FABIO VASQUEZ BOTERO;66170;DOS QUEBRADAS;RISARALDA;A;OFICIAL;TARDE;39;50,74;48,71;48;49,1;50,12;7,58;9,08;8,2;8,87;8,38;20162
50039;ASPAEN GIMNASIO LA FRAGUA;41001;NEIVA;HUILA;A;NO OFICIAL;COMPLETA;36;67,27;71,88;71,08;70,83;76,72;7,8;8,4;6,57;5,42;9,35;20162
50047;PALESTINA;41530;PALESTINA;HUILA;A;OFICIAL;COMPLETA;65;51,5;51,07;50,23;54,07;48,5;8,38;10,12;8,77;6,95;7,4;20162
50088;COLEGIO  LUIS A. CALVO;68298;GAMBITA;SANTANDER;A;OFICIAL;MANANA;12;53;56,25;50,75;54,66;51,91;8,01;11,87;7,36;6,95;8,81;20162
50096;INSTITUTO POLITECNICO MONSEOR MANUEL SORZANO GONZALEZ;68432;MALAGA;SANTANDER;A;OFICIAL;COMPLETA;18;54,66;53,94;51,88;55,77;55,16;7,49;8,12;8,39;8,32;8,42;20162
50112;I.E. CHALAN - SEDE PRINCIPAL;70230;CHALAN;SUCRE;A;OFICIAL;FIN DE SEMANA;32;47,21;41,09;43,28;48,59;48,18;7,04;7,61;7,31;7,94;6,31;20162
50120;INST EDUC SAN MATEO;70233;EL ROBLE;SUCRE;A;OFICIAL;MANANA;52;50,3;52,67;45,38;55,46;48,98;6,83;8,59;9,82;6,48;7,44;20162
50138;I.E. DE GUARANDA - SEDE PRINCIPAL;70265;GUARANDA;SUCRE;A;OFICIAL;MANANA;92;51,18;46,69;48,84;50,26;44,59;8,23;9,94;9,82;8,4;8,77;20162
50146;INST EDUC SANTIAGO APOSTOL;70678;SAN BENITO ABAD;SUCRE;A;OFICIAL;MANANA;44;47,36;41,22;44,18;46,38;46,18;7,52;7,51;7,37;6,65;7,81;20162
50153;I.E. DE GRANADA - SEDE PRINCIPAL;70742;SINCE;SUCRE;A;OFICIAL;MANANA;36;49,55;47,3;45,33;49,16;45,77;7,84;9,65;10,54;8,42;7,01;20162
50161;INSTITUCION EDUCATIVA PALMIRA;70823;TOLUVIEJO;SUCRE;A;OFICIAL;MANANA;34;48,76;46,29;46,14;48,94;43,02;10,26;9,25;8,51;7,69;6,03;20162
50187;I.E.T. EL DANUBIO - SEDE PRINCIPAL;73030;AMBALEMA;TOLIMA;A;OFICIAL;MANANA;20;43,7;44;45,3;49,2;45,7;7,33;9,51;8,98;7,6;7,48;20162
50195;I.E. MANUEL MURILLO TORO - SEDE PRINCIPAL;73168;CHAPARRAL;TOLIMA;A;OFICIAL;TARDE;12;48,83;45,25;45,33;46,25;46,33;6,49;6,25;5,63;7,28;5,34;20162
50211;GIMNASIO MILITAR FUERZA AEREA COLOMBIANA TC. LUIS F. PINTO - SEDE PRINCIPAL;73449;MELGAR;TOLIMA;A;OFICIAL;MANANA;28;60,71;61,28;61,71;61,78;65,85;7,12;9,02;7,59;6,74;9,54;20162
50237;COL COMUNAL MIXTO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;32;53,96;52,03;50,87;54,5;52,4;7,35;7,86;8,72;7,56;7,91;20162
50245;I.E. EFIGENIO MENDOZA SIERRA - SEDE PRINCIPAL;13042;ARENAL;BOLIVAR;A;OFICIAL;MANANA;62;46,8;42,83;42,51;46,4;41,22;7,61;8,91;8,68;8,72;7,71;20162
50252;I.E. OSWALDO OCHOA BECERRA - SEDE PRINCIPAL;13212;CORDOBA;BOLIVAR;A;OFICIAL;MANANA;31;50,35;47,54;49,67;50,32;48,25;7,67;10,15;9,63;8,57;8,09;20162
50286;MISAEL PASTRANA BORRERO;41660;SALADOBLANCO;HUILA;A;OFICIAL;COMPLETA;68;54,1;53,08;53,14;55,32;52,77;8,22;10,84;9,62;8,69;10,77;20162
50294;LAUREANO GOMEZ;41668;SAN AGUSTIN;HUILA;A;OFICIAL;TARDE;38;55,68;54,36;54,21;54,63;54,52;6,66;9,3;6,57;8,61;8,68;20162
50302;I.E.A. MUNICIPAL - SEDE PRINCIPAL;81001;ARAUCA;ARAUCA;A;OFICIAL;MANANA;23;48,52;46,6;45,82;49;46,86;8,2;7,42;7,24;5,64;7,64;20162
50328;I.E.T.A. RICARDO CASTELLAR BARRIOS - SEDE PRINCIPAL;13006;ACHI;BOLIVAR;A;OFICIAL;MANANA;49;44,77;41,57;40,89;42,28;42,14;7,85;10,72;8,07;8,54;6,78;20162
50336;I.E.T.A. DE VILLANUEVA - SEDE PRINCIPAL;13873;VILLANUEVA;BOLIVAR;A;OFICIAL;MANANA;48;45,79;42,83;41,6;45,43;45,35;8,41;8,93;8,81;8,14;7,71;20162
50344;CEINAR;41001;NEIVA;HUILA;A;OFICIAL;MANANA;45;54,57;52,35;52,91;54,17;53,82;8,4;9,45;10,37;8,22;10,55;20162
50351;COL DPTAL LICEO SANTANDER;47170;CHIVOLO;MAGDALENA;A;OFICIAL;MANANA;82;49,98;47,47;47,18;48,37;47,69;8,26;10,21;9,91;8,11;7,28;20162
50369;COMUNITARIA LUIS CARLOS VALENCIA;76364;JAMUNDI;VALLE;A;OFICIAL;MANANA;42;42,64;38,66;39,61;43,92;43,66;5,69;7,47;7,96;6,92;7,96;20162
50385;INST. JOSE MARIA CARBONEL (LA ESMERALDA);81065;ARAUQUITA;ARAUCA;A;OFICIAL;MANANA;46;56,84;57,28;54,19;59,58;53,19;7,99;9,02;10,15;7,59;9,39;20162
50393;COLEGIO COMERCIAL NOCTURNO;97001;MITU;VAUPES;A;OFICIAL;NOCTURNA;75;41,98;36,24;39,28;42,41;42,05;6,41;7,27;6,81;7,39;6,33;20162
50401;SAN JOSE DEL MORRO (sede principal);19100;BOLIVAR;CAUCA;A;OFICIAL;COMPLETA;28;47,35;47,32;45,71;47,89;52,85;6,02;7,71;6,88;7,71;6,51;20162
50419;INST EDUC PEDRO LUIS VILLA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;55;50,9;50,01;50,9;51,23;50,1;8,43;11,32;9,33;8,25;10,57;20162
50427;PUERTO MANRIQUE;18247;EL DONCELLO;CAQUETA;A;OFICIAL;MANANA;9;42,88;44,33;45,11;49,66;47,22;3,01;8,3;6,5;7,05;11,39;20162
50435;INST EDUC DPTAL MACONDO;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;MANANA;120;44,64;39,69;40,3;44,33;42,77;7,11;7,68;7,38;6,81;6,11;20162
50468;INST. EDU. AGUSTN RANGEL;20228;CURUMANI;CESAR;A;OFICIAL;MANANA;48;47,04;45,37;43,35;48,87;44,43;7,26;9,28;8,13;8,25;7,93;20162
50526;INSTITUCION EDUCATIVA  SIETE DE AGOSTO;76001;CALI;VALLE;A;OFICIAL;MANANA;101;50,35;48,09;48,83;49,29;51,16;7,96;8,11;8,89;8,36;10,26;20162
50591;COL.CIAL. STA JUANA DE ARCO;76001;CALI;VALLE;A;NO OFICIAL;TARDE;14;54;50,57;49,85;52,92;52,85;7,52;8,25;11,41;9,71;9,97;20162
50633;COLEGIO DEPARTAMENTAL NUESTRA SENORA DE LOS REMEDIOS;19100;BOLIVAR;CAUCA;A;OFICIAL;COMPLETA;32;48,56;47,15;46,65;51,28;51,59;5,58;6;6,87;5,28;6,02;20162
50641;JOSE TORIBIO PAZ MONCAYO (sede principal);19290;FLORENCIA;CAUCA;A;OFICIAL;MANANA;59;55,23;54;52,06;55,64;47,37;10,67;13,84;11,16;8,15;11,3;20162
50658;CAPITN BERMDEZ (sede principal);19532;PATIA(EL BORDO);CAUCA;A;OFICIAL;MANANA;23;46,17;44,04;41,47;47,13;41,34;7,09;8,58;6,11;5,17;4,38;20162
50666;COLEGIO COOPERATIVO NATANAEL DIAZ;19573;PUERTO TEJADA;CAUCA;A;NO OFICIAL;TARDE;21;50,95;48,14;46,85;52,09;50,04;10,48;9,31;10,22;8,46;10,22;20162
50674;INSTITUCION EDUCATIVA JUAN PABLO II;52480;NARIO;NARIO;A;OFICIAL;MANANA;53;53,11;51,86;52,3;55,26;48,26;7,24;8,8;8,63;7,34;8,56;20162
50682;CONC ESC ANTONIO NARIO;52001;PASTO;NARIO;A;OFICIAL;MANANA;27;51,14;47,4;47,74;54,25;54,37;7,25;8,26;8,22;7,26;8,72;20162
50708;INSTITUCION EDUCATIVA CONCENTRACION DE DESARROLLO RURAL;52885;YACUANQUER;NARIO;A;OFICIAL;MANANA;50;48,3;49,56;46,66;52,08;47,08;8,35;9,5;9,81;7,72;7,07;20162
50716;FRANCISCO JOSE DE CALDAS;76109;BUENAVENTURA;VALLE;A;OFICIAL;MANANA;98;48,09;44,13;45,32;47,93;45,94;7,28;9,18;8,81;6,75;8,04;20162
50732;SAN FERNANDO;86568;PUERTO ASIS;PUTUMAYO;A;OFICIAL;MANANA;161;49,87;47,33;47,11;51,37;46,26;8,22;9,42;8,64;7,16;8,99;20162
50740;I.E.A. INDIGENA QUINTIN LAME - SEDE PRINCIPAL;19821;TORIBIO;CAUCA;A;OFICIAL;MANANA;98;46,69;43,67;44,57;47,12;45,34;7,04;8,47;7,17;7,3;8,42;20162
50757;INSTITUCION EDUCATIVA DE DESARROLLO RURAL;52207;CONSACA;NARIO;A;OFICIAL;MANANA;12;50,5;52,08;45,16;54,75;49,91;6,77;6,43;7,98;6;7,08;20162
50781;I.E. QUEBRADAGRANDE - SEDE PRINCIPAL;76400;LA UNION;VALLE;A;OFICIAL;MANANA;19;52,52;54,1;53;54,68;55,52;9,94;10,07;8,31;8,46;6,74;20162
50823;INST PREUNIVERSITARIO DE BELLOANTONIO DE J RIOS;5088;BELLO;ANTIOQUIA;A;NO OFICIAL;MANANA;255;51,05;46,63;48,7;47,71;50,72;8,52;9,62;9,23;8,5;10,13;20162
50831;SENON FABIO VILLEGAS (sede principal);19845;VILLA RICA;CAUCA;A;OFICIAL;MANANA;84;45,11;41,08;42,21;45,83;43,58;7,44;8,16;7,69;7,32;8,93;20162
50849;CONCENTRACION DE DESARROLLO RURAL;76377;LA CUMBRE;VALLE;A;OFICIAL;COMPLETA;22;58,22;55,09;55,09;57,68;54,45;7,34;9,53;9,85;8,57;9,33;20162
50880;COLEGIO LONDRES;5631;SABANETA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;8;68,25;72,25;69,12;71,75;84;5,59;7,3;5,24;7;10,12;20162
50898;SEC ESC FE Y ALEGRIA SEGUNDA AGRUPACION;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;64;49,89;46,23;46,32;48,14;43,06;8,25;9,47;9,07;8,15;8,18;20162
50906;GIMNASIO CAMPESTRE EL TESORO;5266;ENVIGADO;ANTIOQUIA;A;NO OFICIAL;COMPLETA;8;50,75;52,87;47,5;55,75;64,12;9,45;11,55;10,04;8,89;10,6;20162
50914;INST EDUC BARRIO SANTANDER;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;95;53,62;50,95;50,62;52,01;51,2;7,92;10,46;9,25;8,86;9,59;20162
50922;INST EDUC YERMO Y PARRES;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;126;57,36;56,07;56,26;56,69;58,33;8,69;10,62;10,34;8,58;11,5;20162
50930;INST EDUC LOMA HERMOSA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;23;47,3;46;44,73;48;46,3;5,77;9,1;8,66;7,62;8,3;20162
50955;INST EDUC LORENZA VILLEGAS DE SANTOS;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;99;55,48;50,6;51,28;52,15;52,86;8,6;9,62;9,12;8,65;10,04;20162
50963;INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;63;55,69;53,77;53,88;54,92;54,82;7,61;10,01;10,15;8,38;12,97;20162
50989;I. E. R. ZOILA DUQUE BAENA;5002;ABEJORRAL;ANTIOQUIA;A;OFICIAL;COMPLETA;16;49,31;45,25;47;51,06;48,31;7,49;10,45;7,08;6,25;6,65;20162
50997;LICEO JUAN DE DIOS URIBE;5034;ANDES;ANTIOQUIA;A;OFICIAL;NOCTURNA;25;48,28;38,44;42,2;43,36;42,08;8,73;9,45;9,02;7,09;12,92;20162
51003;COLEGIO COOPERATIVO DE APARTADO CARLOS ARTURO ROLDAN BETANCUR;5045;APARTADO;ANTIOQUIA;A;NO OFICIAL;COMPLETA;37;62,16;58,75;58,86;57,48;60,27;6,71;9,23;7,05;8,03;9,81;20162
51011;INST EDUC GONZALO RESTREPO JARAMILLO;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;153;53,2;48,2;49,56;49,71;49,84;9,07;9,45;9,14;8,16;8,81;20162
51029;LIC MARCO FIDEL SUAREZ;5088;BELLO;ANTIOQUIA;A;OFICIAL;TARDE;159;55,86;52,64;52,96;52,73;54,88;8,26;9,79;9,36;8,38;9,67;20162
51037;COL ANDRES BELLO;5088;BELLO;ANTIOQUIA;A;OFICIAL;TARDE;92;58,61;57,32;56,86;55,33;59,11;8,92;10,44;9,44;8,96;10,12;20162
51060;LICEO DE MINAS;5282;FREDONIA;ANTIOQUIA;A;OFICIAL;COMPLETA;27;47,62;45,7;44,7;47,85;45,48;8,04;8,94;8,21;8,84;9,55;20162
51086;COLEGIO LA CRUZADA;5604;REMEDIOS;ANTIOQUIA;A;OFICIAL;TARDE;81;48,19;42,98;43,67;44,76;46,82;8,47;9,64;9,03;8,21;7,61;20162
51094;COLEGIO EL TRIANGULO;5615;RIONEGRO;ANTIOQUIA;A;NO OFICIAL;COMPLETA;34;65,64;67,94;63,88;65,41;74,91;7,31;10,28;8,99;8,73;10,73;20162
51102;COLEGIO ARTURO VELASQUEZ ORTIZ;5042;SANTAF DE ANTIOQUIA;ANTIOQUIA;A;OFICIAL;NOCTURNA;23;44,95;41,47;40,21;41,56;44,26;7,63;9,14;7,4;6,81;5,44;20162
51110;I.E. SAN MARTIN DE PORRES;5837;TURBO;ANTIOQUIA;A;OFICIAL;NOCTURNA;17;43,76;38;42,47;41,47;40;6,2;7,81;7,29;5,42;5,3;20162
51128;LICEO VIGIA DEL FUERTE;5873;VIGIA DEL FUERTE;ANTIOQUIA;A;OFICIAL;MANANA;83;44,2;40,36;42,14;42,31;44,97;7,4;8,83;8,69;7,96;9,68;20162
51136;COL PABLO VI;5001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MANANA;9;54,55;56,33;55,22;55,66;50,77;8,39;7,74;6,97;5,76;7,49;20162
51144;INST EDUC SANTA ROSA DE LIMA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;NOCTURNA;33;46,03;40,96;43,27;44,72;43,9;7,33;8,94;7,87;6,51;4,87;20162
51151;COL GONZALO RIVERA LAGUADO;54001;CUCUTA;NORTE SANTANDER;A;OFICIAL;TARDE;58;53,96;53,41;50,72;55,29;53,6;7,84;9,68;8,87;7,08;8,01;20162
51169;COL MARCOS GARCIA CARRILLO;54099;BOCHALEMA;NORTE SANTANDER;A;OFICIAL;MANANA;26;53,65;52,73;49,69;56,11;49,73;8,33;9,92;8,79;6,06;6,08;20162
51177;COL EDMUNDO VELASQUEZ;54498;OCAA;NORTE SANTANDER;A;OFICIAL;MANANA;8;59,62;58,62;59;59,12;49,87;8,53;8,5;9,25;8,06;5,4;20162
51185;INST EDUC SANTIAGO APOSTOL;54680;SANTIAGO;NORTE SANTANDER;A;OFICIAL;COMPLETA;32;48,37;47,84;48,5;51,34;47,18;8,41;9,04;6,94;8,24;6,86;20162
51227;COLEGIO INTEGRADO EZEQUIEL FLORIAN;68271;FLORIAN;SANTANDER;A;OFICIAL;COMPLETA;43;53,86;53,67;54;55,37;48,72;8,19;10,04;8,94;8,22;8,87;20162
51235;COLEGIO INTEGRADO  LOS SANTOS;68418;LOS SANTOS;SANTANDER;A;OFICIAL;COMPLETA;28;56,96;58,92;55,89;58,78;56;7,45;7,13;7,92;6,76;8,2;20162
51243;COLEGIO JUAN PABLO II;68615;RIONEGRO;SANTANDER;A;OFICIAL;MANANA;38;53,31;54,31;48,63;55,39;49,71;7,7;8,95;9,08;7,2;8,27;20162
51250;COLEGIO CARLOS JULIO GARCIA - SEDE PRINCIPAL;68615;RIONEGRO;SANTANDER;A;OFICIAL;MANANA;21;48,66;44,47;42,9;47;41,47;7,98;8,75;8,74;9,12;6,34;20162
51276;CONCENTRACION DESARROLLO RURAL JOSE ANTONIO GALAN;68689;SAN VICENTE DE CHUCURI;SANTANDER;A;OFICIAL;MANANA;57;55;53,89;51,54;55,35;45,17;9,42;9,14;8,48;7,94;8,44;20162
51284;LICEO PORFIRIO BARBA JACOB;5686;SANTA ROSA DE OSOS;ANTIOQUIA;A;OFICIAL;COMPLETA;23;53,56;49,39;52,82;53,26;48,47;7,68;6,19;8,88;7,14;9,2;20162
51326;COL COMFAMILIAR DEL ATLANTICO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;50;60,44;59,7;58,88;59,54;64,74;8,16;9,78;7,63;8,06;10,46;20162
51367;COLEGIO MONSEOR VICTOR TAMAYO (ASOBOSQUE);8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;23;50,69;49,04;48,39;51,95;53,04;7,3;7,79;11,29;10,21;11,23;20162
51409;COL SAN ALBERTO MAGNO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;TARDE;29;57,68;56,65;55,2;55,17;59,24;9,21;9,99;11,72;9,39;13,37;20162
51524;PROVINCIA SALESIANA MEDELLIN;13001;CARTAGENA;BOLIVAR;A;OFICIAL;COMPLETA;104;54,76;56,54;54,89;56,53;54,79;8,1;9,29;8,54;8,97;11,12;20162
51540;INSTITUCION EDUCATIVA DE EL PEON;13268;EL PEON;BOLIVAR;A;OFICIAL;MANANA;19;49,42;45,68;46,36;49,52;43,31;6,71;10,88;7,48;6,53;7,46;20162
51581;IE JOS ANTONIO GALN  RABOLARGO;23162;CERETE;CORDOBA;A;OFICIAL;MANANA;74;51,17;48,45;48,62;52,31;45,91;8,06;10,33;8,97;7,94;7,14;20162
51599;IE LA UNION;23417;LORICA;CORDOBA;A;OFICIAL;MANANA;95;47,75;44,56;43,68;47,91;44,55;7,95;9,82;8,68;8,63;7,33;20162
51607;IE DANIEL ALFONSO PAZ ALVAREZ;23350;LA APARTADA (LA FRONTERA);CORDOBA;A;OFICIAL;MANANA;67;48,79;44;44,31;47,01;46,22;7,92;10,44;9,49;9,01;8,05;20162
51615;LIC BARTOLOME DE LAS CASAS;23670;SAN ANDRES SOTAVENTO;CORDOBA;A;NO OFICIAL;MANANA;9;50,22;46;48,66;49,66;48,88;7,61;8,93;8,84;8,63;10,75;20162
51623;INST.EDUCATIVA  RAFAEL VALLE MEZA;20001;VALLEDUPAR;CESAR;A;OFICIAL;MANANA;109;49,76;47,15;46,99;49,79;51,04;8,33;8,99;8,72;8,49;8,03;20162
51631;INST.EDUCATIVA  RAFAEL VALLE MEZA;20001;VALLEDUPAR;CESAR;A;OFICIAL;TARDE;74;49,24;48,98;46,89;50,59;48,56;7,55;8,74;7,91;7,46;8,39;20162
51656;COLEGIO TERESIANO REINA DEL CARMELO;20011;AGUACHICA;CESAR;A;NO OFICIAL;TARDE;29;62,1;62,13;60,62;60,96;60,75;8,99;8,75;9,45;8,64;10,22;20162
51680;INSTITUCION EDUCATIVA MARIA MONTESORI;20238;EL COPEY;CESAR;A;NO OFICIAL;TARDE;29;58,79;59;57,89;59,86;55,17;8,86;10,99;9,54;8,64;11,76;20162
51706;I.E. ANIBAL MARTINEZ ZULETA;20787;TAMALAMEQUE;CESAR;A;OFICIAL;MANANA;34;47,67;42,35;43,23;47,97;45,08;7,33;8,85;6,8;6,87;6,73;20162
51714;COLEGIO MAYOR LEON XIII;15238;DUITAMA;BOYACA;A;NO OFICIAL;TARDE;13;51,61;50,69;50,23;51,61;51,46;7,11;10,47;9,47;6,15;11,85;20162
51722;I.E.T. AGROINDUSTRIAL CUSAGUI - SEDE PRINCIPAL;15403;LA UVITA;BOYACA;A;OFICIAL;COMPLETA;11;51,36;52,81;51,36;55;50,45;7,22;7,57;8,27;3,84;7,86;20162
51755;IE MARIANO OSPINA PEREZ - SEDE PRINCIPAL;15808;TINJACA;BOYACA;A;OFICIAL;MANANA;34;53,08;53,32;52,55;54,52;48,41;8,28;8,74;8,28;6,11;7,78;20162
51763;I.E.D FCO DE PAULA SANTANDER;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;NOCTURNA;71;42,77;39,02;39,63;40,91;42,28;8,96;8,48;9,1;8,16;7,65;20162
51789;II.E.D. ARMANDO ESTRADA FLOREZ - SEDE PRINCIPAL;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;MANANA;65;47;44,6;43,35;47,1;44,47;8,3;9,46;9,68;8,83;6,75;20162
51805;COL DPTAL DE BTO RODRIGO VIVES DE ANDRES;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;MANANA;87;44,96;41,48;41,27;46,1;45,22;7,17;7,66;8,07;7,53;7,16;20162
51839;INSTITUCION EDUCATIVA DISTRITAL SIMON BOLIVAR;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;TARDE;59;50,98;47,06;47,5;49,28;49,11;8,76;10,71;9,58;8,02;10;20162
51854;COL CENTRO CULTURAL;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;21;53,28;52,95;52;53,33;52,71;8,67;10,46;7,4;7,35;8,77;20162
51862;COL DEL SANTISIMO ROSARIO;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;22;61,31;59,72;58,77;60,27;60,72;5,41;6,97;5,66;4,99;6,6;20162
51870;CENT EDUC DIST ALMIRANTE PADILLA;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;NOCTURNA;74;45,87;42,16;44,54;47,4;46,18;6,95;8,97;9,79;7,2;7,29;20162
51888;COL DIST EDUC BAS Y MEDIA ATANASIO GIRARDOT;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;MANANA;106;56,83;57,28;54,49;57,18;54,47;8,48;8,25;9,01;6,77;9,13;20162
51904;COL DIST EDUC BAS Y MEDIA GENERAL SANTANDER;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;TARDE;63;54,19;53,11;53,96;55,15;51,58;8,29;8,99;8,57;7,55;8,84;20162
51912;COL DIST GUSTAVO MORALES MORALES;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;MANANA;87;54,2;54,36;52,82;55,63;54,11;8,08;9,87;8,97;8,33;10,41;20162
51920;COL DIST GUSTAVO MORALES MORALES;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;TARDE;43;53,74;52,58;51,48;54,72;52,04;8,34;8,52;9,14;7,08;10,07;20162
51938;COL DIST JOSE FELIX RESTREPO;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;TARDE;59;54,16;52,86;53,47;55,64;55,35;8,63;9,77;9,59;9,67;11,73;20162
51946;CENT EDUC DIST MANUELA AYALA DE GAITAN;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;TARDE;70;55,64;55,52;54,37;55,78;56,27;7,31;9,37;7,91;7,33;9,66;20162
51987;FUNDACIN SABIDURA UNIVERSAL REGINISTA SAUR;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;10;56,1;53;55,8;55,8;55,1;11,16;9,48;9,39;7,8;9,49;20162
52019;COL ROMULO GALLEGOS;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;31;53,35;52,12;50,87;53,16;55,03;7,9;9,41;7,91;6,33;10,17;20162
52027;COLEGIO SANTO DOMINGO BILINGE;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;102;61,09;60,89;58,55;61,02;62,28;7,6;8,34;8,23;6,82;8,44;20162
52084;INST SANTA ANA LUZ DEL CARMEN;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;50;55,52;55,02;53,02;54,86;54,24;7,64;8,48;8,43;7,29;10,92;20162
52118;INST SOCIAL NOCT DE ENSEANZA MEDIA ISNEM;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;NOCTURNA;15;48,2;45,46;43,86;47,86;45;6,04;8,39;7,76;7,16;7,67;20162
52126;INST TEC CIAL CERROS DE SUBA;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;61;56,11;56,09;55,44;57,47;54,83;8,19;8,99;8,47;7,25;8,66;20162
52159;LIC PARROQ SAN JOSE;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;MANANA;25;57,44;57,6;57,92;56,96;59,16;7,87;8,67;6,65;5,62;8,35;20162
52183;GIMN IMPERIAL IGNACIA CAMACHO DE CIFUENTES;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;18;58,27;54,22;55,22;55,61;57,72;5,36;9,75;7,32;7,32;8,64;20162
52191;GIMN LOS MONJES;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;55;60,09;60,12;58,8;61,32;62,01;7,98;8,51;9,08;7,3;11,24;20162
52209;CEDID GUILLERMO CANO ISAZA;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;TARDE;90;54,7;54,74;53,97;56,41;52,24;8,48;10,29;9,11;7,14;8,77;20162
52217;CEDID GUILLERMO CANO ISAZA;11001;BOGOT D.C.;BOGOTA;A;OFICIAL;MANANA;119;52,45;51,73;51,46;53,68;50,76;8,16;8,83;9,44;7,37;8,65;20162
52225;NUEVO LIC GRANADINO;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;MANANA;23;53,56;53,47;53,39;53,73;51,39;8,32;9,97;9,44;7,74;11,36;20162
52233;COLEGIO SAN JOSE DE CALASANZ - SEDE PRINCIPAL;11001;BOGOT D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;60;61;63,88;60,21;62,25;65,3;7,34;7,73;8,03;7,68;11,18;20162
52258;COLEGIO  KIRPALAMAR;25053;ARBELAEZ;CUNDINAMARCA;A;OFICIAL;MANANA;19;55,57;55,94;57,05;56,73;53,63;6,38;7,24;7,62;8,47;9,19;20162
52266;IE DPTAL INSTITUTO TECNICO COMERCIAL DE CAPELLANIA;25288;FUQUENE;CUNDINAMARCA;A;OFICIAL;MANANA;59;56,3;57,32;53,72;57,44;53,76;7,8;9,12;10,4;7,87;9,05;20162
